department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed
Enterprise Risk Management,Enterprise Risk Management,840.0,leadership & management skills,business continuity,Business Management,Business Continuity Management,Develop business continuity strategies to manage risks in response to disruptive events,ACC-RIM-3007-1.1,"[""Continuity Planning"",""Risk Response"",""Disruption Management""]",https://en.wikipedia.org/wiki/Business_continuity_planning,"[""Business Continuity"",""Risk Management"",""Disruption Response""]",4.0,"BCP Drills,Plan Evaluation","BCM Certification,Crisis Management Courses",Developing business continuity plans,High-demand,High,Regulatory requirements for business continuity,https://www.thebci.org/,"Recovery Time,Plan Effectiveness","Inadequate planning,Poor testing","BCM Manager,Risk Officer","Risk Assessment,Plan Development","Identify risks,Develop plan,Test,Update","Assess risks,Write BCP,Conduct drills",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Continuity Planning', 'Risk Response', 'Disruption Management']"
Mergers and Acquisitions,Mergers and Acquisitions,846.0,leadership & management skills,business development,Business Management,Business Development,Develop and implement plans to enhance organisation's business performance and growth,ACC-SBM-2001-1.1,"[""Growth Strategies"",""Performance Enhancement"",""Plan Implementation""]",https://en.wikipedia.org/wiki/Business_development,"[""Business Development"",""Growth Strategies"",""Performance""]",4.0,"Business Plans,Development Projects",Business Development Courses,Developing business growth strategies,High-demand,Medium,Competition law and market regulations apply,https://www.salesforce.com/,"Revenue Growth,Market Expansion","Poor strategy,Ignoring competition","Business Development Manager,Sales Director","Market Research,Strategy Execution","Research market,Develop strategy,Execute,Review","Identify opportunities,Develop plans,Execute strategies",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Growth Strategies', 'Performance Enhancement', 'Plan Implementation']"
Assurance,Assurance,838.0,functional skills,macroeconomic analysis,Business Management,Macroeconomic Analysis,Evaluate impact of external factors on the organisation,ACC-SBM-3004-1.1,"[""Economic Analysis"",""External Factor Evaluation"",""Impact Assessment""]",https://en.wikipedia.org/wiki/Macroeconomics,"[""Macroeconomic Analysis"",""Economic Trends"",""Impact Evaluation""]",4.0,"Economic Reports,Analysis Projects","Economics Degrees,CFA",Analyzing economic impacts on organizations,High-demand,Medium,Understanding economic policies and regulations,https://www.imf.org/,"Analysis Accuracy,Strategic Alignment","Incorrect assumptions,Ignoring global factors","Economist,Strategy Analyst","Data Collection,Analysis,Reporting","Gather economic data,Analyze trends,Assess impact","Study economic indicators,Evaluate impacts,Advise management",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Economic Analysis', 'External Factor Evaluation', 'Impact Assessment']"
Business Valuation,Business Valuation,839.0,leadership & management skills,business planning,Business Management,Business Planning,Design and formulate business plans to achieve business goals,ACC-SBM-4002-1.1,"[""Strategic Planning"",""Goal Setting"",""Plan Formulation""]",https://en.wikipedia.org/wiki/Business_plan,"[""Business Planning"",""Strategic Goals"",""Plan Development""]",4.0,"Business Plans,Strategic Reviews","MBA,Business Courses","Designing business plans,Strategic goals",High-demand,Medium,Corporate and regulatory planning requirements,https://www.sba.gov/business-guide/plan-your-business/write-your-business-plan,"Plan Quality,Goal Achievement","Unrealistic goals,Poor resource planning","Strategy Manager,Business Planner","Objective Setting,Plan Drafting","Set objectives,Develop plan,Implement,Review","Define goals,Create business plan,Execute",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Strategic Planning', 'Goal Setting', 'Plan Formulation']"
Financial Accounting,Financial Accounting,841.0,leadership & management skills,process management,Business Management,Business Process Management,Manage and optimise an organisation's business processes for efficiency and effectiveness,ACC-SBM-5003-1.1,"[""Process Optimization"",""Efficiency Management"",""Operational Effectiveness""]",https://en.wikipedia.org/wiki/Business_process_management,"[""Process Management"",""Optimization"",""Efficiency""]",4.0,Process Improvement Projects,"BPM Certification,Lean Six Sigma",Managing business processes for efficiency,High-demand,Medium,Quality and operational standards apply,https://www.abpmp.org/,"Process Efficiency,Cost Reduction","Inefficient processes,Poor monitoring","Operations Manager,Process Owner","Process Design,Monitoring","Design processes,Implement,Monitor,Improve","Map processes,Set metrics,Monitor performance",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Process Optimization', 'Efficiency Management', 'Operational Effectiveness']"
Restructuring and Insolvency,Restructuring and Insolvency,847.0,digital & data skills,data visualization,Digital and Data Management,Data Storytelling and Visualisation,"Combine data insights, dynamic visual displays with illustrative and interactive graphics and narrative representative formats to present patterns, trends, meaning, messages and analytical insights from data or new concepts in a strategic manner",ACC-DAT-3020-1.1,"[""Data Visualization"",""Insight Presentation"",""Interactive Graphics""]",https://en.wikipedia.org/wiki/Data_visualization,"[""Data Storytelling"",""Visualization"",""Interactive Graphics""]",4.0,"Visualization Projects,Reports","Tableau Certification,Data Visualization Courses","Creating data visualizations,Presenting insights",Emerging,Medium,Data privacy and representation ethics,https://www.tableau.com/,"Visual Clarity,Insight Effectiveness","Misleading visuals,Poor narrative","Data Analyst,Visualization Specialist","Data Analysis,Visual Design","Analyze data,Design visuals,Narrate story","Create charts,Design dashboards,Present insights",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Data Visualization', 'Insight Presentation', 'Interactive Graphics']"
Financial Forensics,Financial Forensics,843.0,digital & data skills,digital forensics,Digital and Data Management,Digital Forensics,Use forensic technologies in the delivery of forensic services,ACC-DAT-3022-1.1,"[""Forensic Technology"",""Digital Evidence"",""Investigation Tools""]",https://en.wikipedia.org/wiki/Digital_forensics,"[""Digital Forensics"",""Technology Investigation"",""Evidence Handling""]",4.0,"Forensic Exercises,Case Studies",Certified Digital Forensics Examiner,Using forensic technologies in investigations,High-demand,High,Evidence Act and IT Act compliance,https://www.ecouncil.org/,"Evidence Integrity,Investigation Success","Contamination of evidence,Poor tool usage","Forensic Analyst,Cyber Expert","Evidence Collection,Analysis","Secure evidence,Analyze data,Report findings","Collect digital evidence,Analyze devices,Prepare reports",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Forensic Technology', 'Digital Evidence', 'Investigation Tools']"
Financial Forensics,Financial Forensics,843.0,digital & data skills,data analytics,Digital and Data Management,Forensic Data Analytics,Interpret and analyse data using statistical techniques to uncover trends and patterns in finance and accounting documentation which are indicative of fraudulent activities,ACC-DAT-3023-1.1,"[""Statistical Analysis"",""Fraud Detection"",""Pattern Recognition""]",https://en.wikipedia.org/wiki/Forensic_accounting,"[""Forensic Analytics"",""Statistical Analysis"",""Fraud Detection""]",4.0,"Data Analysis Projects,Case Studies","Certified Fraud Examiner,Data Analytics Courses",Analyzing data for fraud patterns,High-demand,High,Legal standards for evidence and analysis,https://www.acfe.com/,"Detection Rate,Analysis Accuracy","Incorrect patterns,Poor data handling","Forensic Accountant,Data Analyst","Data Mining,Pattern Recognition","Collect data,Apply statistics,Identify patterns,Report","Analyze transactions,Identify anomalies,Report fraud",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Statistical Analysis', 'Fraud Detection', 'Pattern Recognition']"
Assurance,Assurance,838.0,digital & data skills,programming,Digital and Data Management,Programming and Coding,"Develop technical capabilities to understand, design and write instructions to be processed by computers as software programmes to achieve desired outcomes",ACC-DIT-2018-1.1-1,"[""Software Development"",""Coding"",""Algorithm Design""]",https://en.wikipedia.org/wiki/Computer_programming,"[""Programming"",""Coding"",""Software Development""]",3.0,"Coding Tests,Projects","Python Certification,Java Courses","Developing software programs,Writing code",High-demand,Medium,IT Act and software licensing regulations,https://www.python.org/,"Code Quality,Functionality","Syntax errors,Poor logic","Software Developer,Programmer","Coding,Testing,Debugging","Write code,Test,Debug,Deploy","Develop algorithms,Write code,Test software",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Software Development', 'Coding', 'Algorithm Design']"
Financial Accounting,Financial Accounting,841.0,digital & data skills,systems implementation,Digital and Data Management,Accounting and Tax Systems,Implement accounting or tax software systems in the organisation,ACC-ICT-2001-1.1,"[""Software Implementation"",""System Integration"",""Accounting Systems""]",https://en.wikipedia.org/wiki/Accounting_software,"[""Accounting Systems"",""Software Implementation"",""Tax Systems""]",3.0,System Implementation Projects,"SAP Certification,Accounting Software Training",Implementing accounting software in organizations,High-demand,High,Compliance with accounting and tax laws,https://www.sap.com/,"System Efficiency,Compliance Rate","Poor configuration,Data migration issues","IT Consultant,Accountant","Requirement Analysis,Implementation","Assess needs,Select software,Implement,Train","Configure software,Migrate data,Train users",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Software Implementation', 'System Integration', 'Accounting Systems']"
Assurance,Assurance,838.0,digital & data skills,cyber security,Digital and Data Management,Cyber Security,Develop awareness of cyber security threats,ACC-ICT-3002-1.1,"[""Threat Awareness"",""Security Protocols"",""Cyber Risk""]",https://en.wikipedia.org/wiki/Cybersecurity,"[""Cyber Security"",""Threat Awareness"",""Risk Management""]",3.0,"Security Quizzes,Drills","CISSP,CEH",Developing cyber security awareness programs,High-demand,High,IT Act and cyber security regulations apply,https://www.isaca.org/,"Security Incident Rate,Awareness Level","Ignoring threats,Poor practices","Cyber Security Analyst,Security Officer","Threat Identification,Prevention","Identify threats,Implement controls,Educate users","Conduct training,Implement security measures",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Threat Awareness', 'Security Protocols', 'Cyber Risk']"
Assurance,Assurance,838.0,digital & data skills,data analytics,Digital and Data Management,Data Analytics,Apply data extraction and analytic methods to analyse and evaluate financial and non-financial information and provide business intelligence,ACC-ICT-3003-1.1,"[""Data Extraction"",""Business Intelligence"",""Information Analysis""]",https://en.wikipedia.org/wiki/Data_analysis,"[""Data Analytics"",""Business Intelligence"",""Data Extraction""]",4.0,"Analysis Projects,Reports","Data Analytics Certification,Tableau",Analyzing financial and non-financial data,High-demand,Medium,Data privacy and protection laws apply,https://www.tableau.com/,"Insight Quality,Decision Support","Poor data quality,Incorrect analysis","Data Analyst,Business Intelligence Analyst","Data Collection,Analysis,Visualization","Gather data,Clean data,Analyze,Report","Extract data,Perform analysis,Create reports",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Data Extraction', 'Business Intelligence', 'Information Analysis']"
Enterprise Risk Management,Enterprise Risk Management,840.0,digital & data skills,digital innovation,Digital and Data Management,Digital Technology Adoption and Innovation,Develop digital technology enhancement projects to support the organisational objectives,ACC-ICT-3004-1.1,"[""Technology Innovation"",""Digital Transformation"",""Project Management""]",https://en.wikipedia.org/wiki/Digital_transformation,"[""Digital Innovation"",""Technology Adoption"",""Transformation""]",4.0,"Innovation Projects,Case Studies",Digital Transformation Certifications,Leading digital technology projects,Emerging,Medium,IT and data protection regulations apply,https://www.gartner.com/en/information-technology/insights/digital-transformation,"Innovation Success,Adoption Rate","Resistance to change,Poor planning","IT Manager,Innovation Lead","Technology Assessment,Implementation","Evaluate tech,Plan adoption,Implement,Review","Research technologies,Plan projects,Implement solutions",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Technology Innovation', 'Digital Transformation', 'Project Management']"
